PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Potatoes,0.86,17.2,14.79
Green cabbage,0.8,24.1,19.28
Apricots,3.71,9.9,36.73
Red onion,0.78,0.9,0.7
Lime,1.06,28.8,30.53
Parsnips,2.27,7.7,17.48
Papaya,1.34,19.3,25.86
Lettuce,1.88,9.3,17.48
Lemon,1.27,1,1.27
Coconuts,1.18,36.9,43.54
Asparagus,2.49,35.1,87.4
Asparagus,2.49,34.4,85.66
Watermelon,0.66,25.6,16.9
Fava beans,2.69,28.3,76.13
Strawberries,4.4,8.4,36.96
Celery,1.19,10.6,12.61
Apricots,3.71,5,18.55
Cucumber,1.07,8.2,8.77
Green peppers,1.89,9,17.01
Corn,1.07,36.9,39.48
Papaya,1.34,32.2,43.15
Green cabbage,0.8,16.2,12.96
Kale,5.02,9.2,46.18
Potatoes,0.86,35,30.1
Beets,1.51,28.4,42.88
Parsnips,2.27,38.9,88.3
Green peppers,1.89,23.2,43.85
Orange,1.09,2.2,2.4
Watermelon,0.66,1.6,1.06
Asparagus,2.49,22.9,57.02
Corn,1.07,24.3,26
Green peppers,1.89,15.3,28.92
Celery,1.19,28.9,34.39
Coconuts,1.18,7.7,9.09
Grapes,2.63,31,81.53
Daikon,1.4,1.3,1.82
Carrots,1.26,27.2,34.27
Watermelon,0.66,20.1,13.27
Yellow peppers,2.87,34.9,100.16
Apricots,3.71,7.2,26.71
Lime,1.06,38.1,40.39
Ginger,5.13,8.2,42.07
Lemon,1.27,15.5,19.69
Red onion,0.78,4.2,3.28
Grapefruit,0.76,26.4,20.06
Lemon,1.27,32.7,41.53
Strawberries,4.4,19.3,84.92
Watermelon,0.66,20.6,13.6
Cucumber,1.07,36.1,38.63
Bok choy,1.42,19.9,28.26
Lemon,1.27,35,44.45
Brussels sprouts,1.65,11.4,18.81
Avocados,3.23,4.9,15.83
Kale,5.02,11.4,57.23
Kale,5.02,39.6,198.79
Papaya,1.34,31.6,42.34
Kale,5.02,4.3,21.59
Butternut squash,1.28,12.9,16.51
Cucumber,1.07,5.6,5.99
Lettuce,1.88,14.7,27.64
Celery,1.19,16.1,19.16
Okra,2.26,21.7,49.04
Fava beans,2.69,32.1,86.35
Grapes,2.63,18.1,47.6
Lemon,1.27,4.7,5.97
Yellow peppers,2.87,12.5,35.88
Kale,5.02,1.6,8.03
Red onion,0.78,15,11.7
Papaya,1.34,28.3,37.92
Grapes,2.63,11.1,29.19
Apples,1.88,32.7,61.48
Avocados,3.23,15.3,49.42
Bananas,0.86,27,23.22
Tomatoes,3.16,1.8,5.69
Carrots,1.26,23.7,29.86
Corn,1.07,17.4,18.62
Carrots,1.26,14.1,17.77
Butternut squash,1.28,18.5,23.68
Green peppers,1.89,8.6,16.25
Strawberries,4.4,37.1,163.24
Orange,1.09,2.1,2.29
Daikon,1.4,25.6,35.84
Red onion,0.78,8.1,6.32
Grapes,2.63,8.8,23.14
Corn,1.07,7.7,8.24
Lettuce,1.88,39.2,73.7
Kale,5.02,2.2,11.04
Green cabbage,0.8,18.1,14.48
Grapefruit,0.76,33.9,25.76
Cucumber,1.07,23.2,24.82
Yellow peppers,2.87,24.5,70.32
Watermelon,0.66,36.5,24.09
Beets,1.51,24.1,36.39
Avocados,3.23,12.6,40.7
Eggplant,2.32,22.5,52.2
Apricots,3.71,15.9,58.99
Fava beans,2.69,11.5,30.94
Grapes,2.63,33.6,88.37
Tomatoes,3.16,24.8,78.37
Avocados,3.23,37.6,121.45
Beets,1.51,8.8,13.29
Orange,1.09,14.6,15.91
Green beans,2.52,24,60.48
Grapes,2.63,28.5,74.96
Strawberries,4.4,19.6,86.24
Grapes,2.63,36.2,95.21
Lettuce,1.88,1.8,3.38
Tomatoes,3.16,15.9,50.24
Beets,1.51,7.3,11.02
Celery,1.19,35.2,41.89
Grapes,2.63,7.7,20.25
Grapefruit,0.76,26.4,20.06
Bok choy,1.42,26.5,37.63
Beets,1.51,37.1,56.02
Lemon,1.27,30.8,39.12
Cucumber,1.07,7.4,7.92
Grapefruit,0.76,0.6,0.46
Fava beans,2.69,37,99.53
Eggplant,2.32,32.9,76.33
Carrots,1.26,28.3,35.66
Cherries,9.5,33.1,314.45
Tomatoes,3.16,20.7,65.41
Tomatoes,3.16,20.4,64.46
Grapefruit,0.76,28.2,21.43
Lime,1.06,31.1,32.97
Coconuts,1.18,8.9,10.5
Cherries,9.5,1.2,11.4
Coconuts,1.18,7,8.26
Asparagus,2.49,28.3,70.47
Lemon,1.27,33.3,42.29
Apples,1.88,16.9,31.77
Corn,1.07,30.1,32.21
Tomatoes,3.16,39.3,124.19
Orange,1.09,19.4,21.15
Orange,1.09,35.1,38.26
Green peppers,1.89,32.1,60.67
Apricots,3.71,34.6,128.37
Yellow peppers,2.87,35.3,101.31
Avocados,3.23,39.4,127.26
Carrots,1.26,18.9,23.81
Bananas,0.86,25.1,21.59
Cherries,9.5,12,114
Tomatoes,3.16,25.5,80.58
Papaya,1.34,20.5,27.47
Garlic,3.07,20.4,62.63
Potatoes,0.86,11.1,9.55
Bok choy,1.42,30.2,42.88
Asparagus,2.49,36.7,91.38
Kale,5.02,9.5,47.69
Corn,1.07,5.1,5.46
Grapefruit,0.76,29.9,22.72
Beets,1.51,8.2,12.38
Watermelon,0.66,29.9,19.73
Green peppers,1.89,26.1,49.33
Potatoes,0.86,5.8,4.99
Okra,2.26,10.2,23.05
Carrots,1.26,23.8,29.99
Daikon,1.4,22.8,31.92
Lime,1.06,37.7,39.96
Cucumber,1.07,29.1,31.14
Butternut squash,1.28,6.1,7.81
Kale,5.02,11.9,59.74
Apples,1.88,11.6,21.81
Asparagus,2.49,13.2,32.87
Brussels sprouts,1.65,38.7,63.86
Eggplant,2.32,13.2,30.62
Celery,1.19,9.8,11.66
Strawberries,4.4,26.6,117.04
Green beans,2.52,13.3,33.52
Cucumber,1.07,13.2,14.12
Green beans,2.52,6.8,17.14
Green beans,2.52,8.6,21.67
Lettuce,1.88,8.7,16.36
Grapefruit,0.76,14.2,10.79
Watermelon,0.66,19,12.54
Carrots,1.26,2.2,2.77
Fava beans,2.69,10.1,27.17
Fava beans,2.69,7.9,21.25
Brussels sprouts,1.65,5.9,9.74
Green cabbage,0.8,20.8,16.64
Corn,1.07,24.8,26.54
Apricots,3.71,19.1,70.86
Butternut squash,1.28,31.1,39.81
Potatoes,0.86,5.6,4.82
Grapes,2.63,25.8,67.85
Grapefruit,0.76,28.6,21.74
Beets,1.51,12.6,19.03
Green peppers,1.89,4.3,8.13
Corn,1.07,32.3,34.56
Orange,1.09,34.6,37.71
Green beans,2.52,25.4,64.01
Watermelon,0.66,30.7,20.26
Apples,1.88,29.9,56.21
Celery,1.19,19.9,23.68
Red onion,0.78,35.1,27.38
Grapes,2.63,7,18.41
Strawberries,4.4,20.8,91.52
Garlic,3.07,0.8,2.46
Grapes,2.63,6.8,17.88
Lime,1.06,19.9,21.09
Beets,1.51,3.9,5.89
Apples,1.88,6.4,12.03
Lettuce,1.88,12.7,23.88
Green peppers,1.89,2.1,3.97
Cucumber,1.07,23,24.61
Daikon,1.4,23.9,33.46
Green cabbage,0.8,15,12
Green cabbage,0.8,9.7,7.76
Potatoes,0.86,21.1,18.15
Celery,1.19,16,19.04
Butternut squash,1.28,4.4,5.63
Green cabbage,0.8,11.8,9.44
Bananas,0.86,10.9,9.37
Carrots,1.26,6.8,8.57
Daikon,1.4,22.1,30.94
Okra,2.26,25.4,57.4
Yellow peppers,2.87,30.1,86.39
Green cabbage,0.8,11,8.8
Lime,1.06,8.6,9.12
Orange,1.09,27.6,30.08
Orange,1.09,35.3,38.48
Brussels sprouts,1.65,2.4,3.96
Avocados,3.23,14.5,46.84
Butternut squash,1.28,1.5,1.92
Kale,5.02,13.7,68.77
Asparagus,2.49,39.2,97.61
Garlic,3.07,27.6,84.73
Bok choy,1.42,23.6,33.51
Spinach,4.12,34.3,141.32
Coconuts,1.18,2.4,2.83
Fava beans,2.69,33.8,90.92
Bananas,0.86,32.5,27.95
Spinach,4.12,33.9,139.67
Cherries,9.5,31.6,300.2
Parsnips,2.27,2.3,5.22
Beets,1.51,13.8,20.84
Corn,1.07,27.8,29.75
Lettuce,1.88,0.5,0.94
Asparagus,2.49,34.4,85.66
Carrots,1.26,37.9,47.75
Beets,1.51,3.8,5.74
Coconuts,1.18,13.7,16.17
Daikon,1.4,7.1,9.94
Red onion,0.78,26,20.28
Apples,1.88,36.3,68.24
Celery,1.19,27.1,32.25
Tomatoes,3.16,30.1,95.12
Lettuce,1.88,31.2,58.66
Apples,1.88,36.2,68.06
Yellow peppers,2.87,1,2.87
Orange,1.09,27.1,29.54
Strawberries,4.4,23.6,103.84
Spinach,4.12,6.4,26.37
Eggplant,2.32,18.5,42.92
Tomatoes,3.16,9.5,30.02
Grapefruit,0.76,5.7,4.33
Daikon,1.4,34.7,48.58
Eggplant,2.32,2.8,6.5
Corn,1.07,3.1,3.32
Papaya,1.34,33.1,44.35
Cucumber,1.07,15.6,16.69
Green beans,2.52,0.5,1.26
Lime,1.06,28.4,30.1
Strawberries,4.4,3.3,14.52
Green beans,2.52,11.1,27.97
Coconuts,1.18,10.8,12.74
Carrots,1.26,4.7,5.92
Carrots,1.26,30.4,38.3
Kale,5.02,12.7,63.75
Yellow peppers,2.87,16.3,46.78
Yellow peppers,2.87,25.6,73.47
Grapefruit,0.76,36.7,27.89
Fava beans,2.69,12.4,33.36
Orange,1.09,19.3,21.04
Asparagus,2.49,31.1,77.44
Kale,5.02,30.1,151.1
Lemon,1.27,38.4,48.77
Cherries,9.5,24.2,229.9
Bananas,0.86,30.7,26.4
Tomatoes,3.16,36.3,114.71
Apples,1.88,16.9,31.77
Papaya,1.34,26.5,35.51
Fava beans,2.69,23.7,63.75
Green cabbage,0.8,1.1,0.88
Asparagus,2.49,22,54.78
Cucumber,1.07,18.2,19.47
Brussels sprouts,1.65,11,18.15
Grapes,2.63,31.6,83.11
Strawberries,4.4,4,17.6
Parsnips,2.27,10.8,24.52
Eggplant,2.32,5.5,12.76
Daikon,1.4,27.2,38.08
Bananas,0.86,39.2,33.71
Potatoes,0.86,16.9,14.53
Bok choy,1.42,11.9,16.9
Tomatoes,3.16,11.3,35.71
Strawberries,4.4,19.5,85.8
Yellow peppers,2.87,12.9,37.02
Celery,1.19,29.2,34.75
Corn,1.07,2.3,2.46
Papaya,1.34,9.8,13.13
Potatoes,0.86,16.2,13.93
Watermelon,0.66,38.1,25.15
Strawberries,4.4,24.1,106.04
Corn,1.07,6.6,7.06
Green beans,2.52,39.7,100.04
Cherries,9.5,26.1,247.95
Yellow peppers,2.87,34.2,98.15
Grapes,2.63,5.2,13.68
Eggplant,2.32,37.9,87.93
Fava beans,2.69,0.8,2.15
Apples,1.88,21.9,41.17
Green cabbage,0.8,10,8
Green beans,2.52,15.5,39.06
Corn,1.07,33.2,35.52
Green beans,2.52,36.6,92.23
Asparagus,2.49,15,37.35
Okra,2.26,26.7,60.34
Carrots,1.26,20.4,25.7
Papaya,1.34,9.8,13.13
Corn,1.07,18.6,19.9
Ginger,5.13,33.1,169.8
Beets,1.51,17,25.67
Red onion,0.78,6.6,5.15
Carrots,1.26,31,39.06
Apples,1.88,36.6,68.81
Corn,1.07,4.7,5.03
Lettuce,1.88,1.8,3.38
Tomatoes,3.16,39.1,123.56
Cucumber,1.07,19.4,20.76
Papaya,1.34,12.5,16.75
Potatoes,0.86,34.1,29.33
Green beans,2.52,17.4,43.85
Lime,1.06,38.3,40.6
Eggplant,2.32,36.3,84.22
Lettuce,1.88,13.8,25.94
Lime,1.06,11.7,12.4
Apricots,3.71,16.3,60.47
Beets,1.51,36.3,54.81
Parsnips,2.27,20.7,46.99
Asparagus,2.49,1.8,4.48
Tomatoes,3.16,26.7,84.37
Carrots,1.26,14.4,18.14
Avocados,3.23,18.5,59.76
Eggplant,2.32,40,92.8
Parsnips,2.27,38.6,87.62
Beets,1.51,12.4,18.72
Avocados,3.23,9.7,31.33
Spinach,4.12,1.5,6.18
Spinach,4.12,38.8,159.86
Cucumber,1.07,16,17.12
Grapefruit,0.76,28.9,21.96
Corn,1.07,14.6,15.62
Lettuce,1.88,24.6,46.25
Orange,1.09,35.8,39.02
Grapes,2.63,21.4,56.28
Cucumber,1.07,27.3,29.21
Grapes,2.63,7.9,20.78
Grapefruit,0.76,5.2,3.95
Papaya,1.34,29.4,39.4
Kale,5.02,12.6,63.25
Apricots,3.71,10.3,38.21
Butternut squash,1.28,34.6,44.29
Strawberries,4.4,14.1,62.04
Carrots,1.26,0.9,1.13
Tomatoes,3.16,2.3,7.27
Daikon,1.4,31.8,44.52
Butternut squash,1.28,22.8,29.18
Bok choy,1.42,40,56.8
Fava beans,2.69,20.3,54.61
Cucumber,1.07,0.9,0.96
Coconuts,1.18,32.1,37.88
Lime,1.06,22.6,23.96
Orange,1.09,13.4,14.61
Corn,1.07,17.1,18.3
Red onion,0.78,33.7,26.29
Potatoes,0.86,19.5,16.77
Cucumber,1.07,36.2,38.73
Lettuce,1.88,25.6,48.13
Bok choy,1.42,32.5,46.15
Garlic,3.07,15.7,48.2
Fava beans,2.69,27.2,73.17
Brussels sprouts,1.65,16.3,26.9
Tomatoes,3.16,40,126.4
Carrots,1.26,12.3,15.5
Bananas,0.86,6.7,5.76
Parsnips,2.27,7.8,17.71
Garlic,3.07,11.3,34.69
Green cabbage,0.8,33.3,26.64
Orange,1.09,19.5,21.26
Fava beans,2.69,9.6,25.82
Apples,1.88,33.2,62.42
Ginger,5.13,21.7,111.32
Cherries,9.5,2.3,21.85
Kale,5.02,2.5,12.55
Apples,1.88,30,56.4
Lemon,1.27,1.6,2.03
Lime,1.06,18.9,20.03
Cucumber,1.07,22.6,24.18
Grapes,2.63,26.8,70.48
Kale,5.02,39,195.78
Celery,1.19,16.6,19.75
Tomatoes,3.16,20.8,65.73
Yellow peppers,2.87,10.8,31
Cherries,9.5,15.7,149.15
Lime,1.06,32.7,34.66
Green peppers,1.89,23.1,43.66
Parsnips,2.27,26.3,59.7
Eggplant,2.32,33.7,78.18
Beets,1.51,27.3,41.22
Okra,2.26,8,18.08
Red onion,0.78,1.7,1.33
Carrots,1.26,1,1.26
Strawberries,4.4,38.2,168.08
Carrots,1.26,23.3,29.36
Potatoes,0.86,3.9,3.35
Parsnips,2.27,12.5,28.38
Green peppers,1.89,4.4,8.32
Watermelon,0.66,24,15.84
Butternut squash,1.28,11.2,14.34
Strawberries,4.4,4.7,20.68
Okra,2.26,8.7,19.66
Bok choy,1.42,5.6,7.95
Lettuce,1.88,37.2,69.94
Bananas,0.86,9.5,8.17
Garlic,3.07,16.5,50.66
Brussels sprouts,1.65,37,61.05
Yellow peppers,2.87,26,74.62
Strawberries,4.4,16.8,73.92
Lime,1.06,1.1,1.17
Lettuce,1.88,29.2,54.9
Kale,5.02,7.6,38.15
Potatoes,0.86,22.5,19.35
Grapes,2.63,3.5,9.21
Kale,5.02,36.6,183.73
Grapefruit,0.76,8.5,6.46
Orange,1.09,10.9,11.88
Lettuce,1.88,27.8,52.26
Fava beans,2.69,34.8,93.61
Bok choy,1.42,2,2.84
Tomatoes,3.16,5.9,18.64
Cucumber,1.07,20,21.4
Green beans,2.52,1.8,4.54
Watermelon,0.66,33.6,22.18
Corn,1.07,21.6,23.11
Green beans,2.52,25.3,63.76
Green beans,2.52,23.4,58.97
Yellow peppers,2.87,21.3,61.13
Grapes,2.63,2.2,5.79
Brussels sprouts,1.65,16.4,27.06
Grapefruit,0.76,6.4,4.86
Eggplant,2.32,0.5,1.16
Eggplant,2.32,22.3,51.74
Green beans,2.52,26.6,67.03
Watermelon,0.66,18.5,12.21
Green cabbage,0.8,29.5,23.6
Celery,1.19,40,47.6
Coconuts,1.18,36.1,42.6
Bananas,0.86,20.9,17.97
Brussels sprouts,1.65,22.1,36.47
Garlic,3.07,3.9,11.97
Watermelon,0.66,28.8,19.01
Fava beans,2.69,16.5,44.39
Potatoes,0.86,16.2,13.93
Grapefruit,0.76,32.8,24.93
Avocados,3.23,20.5,66.22
Lemon,1.27,2.2,2.79
Kale,5.02,27.6,138.55
Cherries,9.5,4.3,40.85
Garlic,3.07,10.4,31.93
Brussels sprouts,1.65,9,14.85
Strawberries,4.4,8.8,38.72
Bok choy,1.42,8.6,12.21
Kale,5.02,37,185.74
Potatoes,0.86,23.7,20.38
Fava beans,2.69,10.9,29.32
Watermelon,0.66,33.4,22.04
Avocados,3.23,22.3,72.03
Brussels sprouts,1.65,19.8,32.67
Okra,2.26,8.6,19.44
Parsnips,2.27,36.2,82.17
Apricots,3.71,39.4,146.17
Cherries,9.5,9.8,93.1
Potatoes,0.86,16.6,14.28
Grapefruit,0.76,4.8,3.65
Watermelon,0.66,7.8,5.15
Papaya,1.34,31.2,41.81
Eggplant,2.32,35.5,82.36
Celery,1.19,32.4,38.56
Avocados,3.23,18.1,58.46
Apricots,3.71,23.5,87.19
Corn,1.07,29.9,31.99
Brussels sprouts,1.65,12.1,19.97
Orange,1.09,33.2,36.19
Brussels sprouts,1.65,21.1,34.82
Garlic,3.07,29.6,90.87
Parsnips,2.27,1.5,3.41
Watermelon,0.66,5.4,3.56
Lime,1.06,35.6,37.74
Corn,1.07,18.9,20.22
Asparagus,2.49,12.7,31.62
Cucumber,1.07,27.6,29.53
Daikon,1.4,39.6,55.44
Spinach,4.12,3.1,12.77
Apples,1.88,10,18.8
Beets,1.51,13.5,20.39
Beets,1.51,17.1,25.82
Garlic,3.07,26.3,80.74
Carrots,1.26,21.3,26.84
Eggplant,2.32,30.5,70.76
Cucumber,1.07,16.7,17.87
Apricots,3.71,22,81.62
Red onion,0.78,36,28.08
Bok choy,1.42,24,34.08
Fava beans,2.69,39,104.91
Garlic,3.07,33,101.31
Garlic,3.07,9.6,29.47
Garlic,3.07,18.3,56.18
Kale,5.02,16.1,80.82
Carrots,1.26,25.8,32.51
Parsnips,2.27,29.6,67.19
Fava beans,2.69,30,80.7
Kale,5.02,24,120.48
Garlic,3.07,22.4,68.77
Papaya,1.34,39.7,53.2
Fava beans,2.69,36.2,97.38
Bok choy,1.42,23.6,33.51
Watermelon,0.66,20.4,13.46
Ginger,5.13,29.8,152.87
Asparagus,2.49,37.1,92.38
Fava beans,2.69,23.5,63.22
Grapes,2.63,23.7,62.33
Spinach,4.12,23.3,96
Avocados,3.23,13.4,43.28
Butternut squash,1.28,27.3,34.94
Corn,1.07,32,34.24
Spinach,4.12,34.4,141.73
Grapes,2.63,23.5,61.81
Corn,1.07,5.4,5.78
Celery,1.19,5.8,6.9
Coconuts,1.18,4.5,5.31
Eggplant,2.32,17.2,39.9
Spinach,4.12,3.2,13.18
Kale,5.02,1.8,9.04
Eggplant,2.32,12.8,29.7
Beets,1.51,11.5,17.37
Ginger,5.13,38.9,199.56
Tomatoes,3.16,7.3,23.07
Kale,5.02,5.1,25.6
Brussels sprouts,1.65,37.5,61.88
Ginger,5.13,7.3,37.45
Carrots,1.26,22.1,27.85
Parsnips,2.27,23.4,53.12
Bananas,0.86,4.5,3.87
Fava beans,2.69,21.5,57.84
Celery,1.19,37.4,44.51
Strawberries,4.4,26.5,116.6
Grapes,2.63,37.7,99.15
Celery,1.19,2.4,2.86
Green peppers,1.89,3.2,6.05
Green cabbage,0.8,6.1,4.88
Tomatoes,3.16,24.1,76.16
Okra,2.26,30.5,68.93
Okra,2.26,39.5,89.27
Orange,1.09,19.5,21.26
Green peppers,1.89,2.5,4.73
Eggplant,2.32,32,74.24
Spinach,4.12,26.4,108.77
Apricots,3.71,24.7,91.64
Garlic,3.07,8,24.56
Bananas,0.86,10.2,8.77
Yellow peppers,2.87,19.9,57.11
Asparagus,2.49,39.7,98.85
Papaya,1.34,11.1,14.87
Parsnips,2.27,37,83.99
Fava beans,2.69,9.6,25.82
Parsnips,2.27,9.4,21.34
Brussels sprouts,1.65,6.4,10.56
Papaya,1.34,35.7,47.84
Tomatoes,3.16,2.8,8.85
Beets,1.51,38.1,57.53
Asparagus,2.49,19.9,49.55
Green peppers,1.89,24,45.36
Apricots,3.71,13.3,49.34
Apples,1.88,33.5,62.98
Brussels sprouts,1.65,24.7,40.76
Eggplant,2.32,29.2,67.74
Eggplant,2.32,4.3,9.98
Lemon,1.27,25.4,32.26
Fava beans,2.69,25.2,67.79
Daikon,1.4,7.3,10.22
Celery,1.19,37.9,45.1
Brussels sprouts,1.65,19,31.35
Green cabbage,0.8,18.7,14.96
Okra,2.26,3.5,7.91
Ginger,5.13,39,200.07
Brussels sprouts,1.65,34.3,56.6
Potatoes,0.86,32.2,27.69
Okra,2.26,18.5,41.81
Green cabbage,0.8,3,2.4
Apples,1.88,36.9,69.37
Brussels sprouts,1.65,12.1,19.97
Papaya,1.34,36.6,49.04
Lettuce,1.88,7.8,14.66
Cucumber,1.07,12.7,13.59
Okra,2.26,19.1,43.17
Potatoes,0.86,11.8,10.15
Grapefruit,0.76,9.1,6.92
Garlic,3.07,11.7,35.92
Eggplant,2.32,12.8,29.7
Okra,2.26,24.1,54.47
Bananas,0.86,9.1,7.83
Lime,1.06,3.9,4.13
Lettuce,1.88,14.1,26.51
Butternut squash,1.28,9,11.52
Daikon,1.4,26,36.4
Potatoes,0.86,7.1,6.11
Cherries,9.5,2,19
Celery,1.19,38.2,45.46
Butternut squash,1.28,13.8,17.66
Corn,1.07,29.8,31.89
Beets,1.51,28.3,42.73
Apricots,3.71,2.5,9.28
Red onion,0.78,25.8,20.12
Ginger,5.13,31.3,160.57
Spinach,4.12,27.1,111.65
Carrots,1.26,12.7,16
Papaya,1.34,7.7,10.32
Grapes,2.63,28.3,74.43
Asparagus,2.49,39.2,97.61
Eggplant,2.32,14.5,33.64
Coconuts,1.18,1.6,1.89
Apricots,3.71,30.1,111.67
Asparagus,2.49,13.8,34.36
Coconuts,1.18,18.1,21.36
Lime,1.06,3.5,3.71
Parsnips,2.27,0.8,1.82
Cucumber,1.07,0.8,0.86
Strawberries,4.4,30.9,135.96
Asparagus,2.49,4.7,11.7
Lime,1.06,27.4,29.04
Brussels sprouts,1.65,24.9,41.09
Coconuts,1.18,3.7,4.37
Cherries,9.5,28.8,273.6
Coconuts,1.18,10.4,12.27
Orange,1.09,13.9,15.15
Tomatoes,3.16,19.1,60.36
Apricots,3.71,9.6,35.62
Yellow peppers,2.87,35.5,101.89
Green cabbage,0.8,13.8,11.04
Daikon,1.4,35.8,50.12
Carrots,1.26,24,30.24
Papaya,1.34,34.9,46.77
Bananas,0.86,13.9,11.95
Grapes,2.63,36.6,96.26
Spinach,4.12,21.1,86.93
Green cabbage,0.8,31.5,25.2
Daikon,1.4,27.4,38.36
Red onion,0.78,5.1,3.98
Lettuce,1.88,15.2,28.58
Parsnips,2.27,29.2,66.28
Brussels sprouts,1.65,24,39.6
Tomatoes,3.16,29,91.64
Ginger,5.13,2.4,12.31
Avocados,3.23,24.7,79.78
Bananas,0.86,16.9,14.53
Lemon,1.27,39.3,49.91
Asparagus,2.49,5.5,13.7
Coconuts,1.18,11.4,13.45
Cucumber,1.07,4.1,4.39
Lime,1.06,25.7,27.24
Cherries,9.5,33.9,322.05
Grapefruit,0.76,11.8,8.97
Asparagus,2.49,20.3,50.55
Coconuts,1.18,14.8,17.46
Bananas,0.86,35.5,30.53
Celery,1.19,36.9,43.91
Green peppers,1.89,37.2,70.31
Cherries,9.5,29,275.5
Lemon,1.27,25.5,32.39
Avocados,3.23,8.5,27.46
Grapes,2.63,15.7,41.29
Garlic,3.07,1.9,5.83
Lime,1.06,15.6,16.54
Butternut squash,1.28,10.8,13.82
Daikon,1.4,31,43.4
Green beans,2.52,4.9,12.35
Red onion,0.78,26.6,20.75
Bananas,0.86,34.8,29.93
Orange,1.09,21.6,23.54
Daikon,1.4,10.6,14.84
Papaya,1.34,37,49.58
Fava beans,2.69,7.6,20.44
Lemon,1.27,32,40.64
Asparagus,2.49,39.6,98.6
Celery,1.19,19.5,23.21
Ginger,5.13,10.7,54.89
Apricots,3.71,17.9,66.41
Yellow peppers,2.87,4.6,13.2
Beets,1.51,34.5,52.1
Lettuce,1.88,11.9,22.37
Ginger,5.13,18.1,92.85
Celery,1.19,36.1,42.96
Grapes,2.63,3.9,10.26
Beets,1.51,35.7,53.91
Tomatoes,3.16,15.7,49.61
Avocados,3.23,24.1,77.84
Green peppers,1.89,34.8,65.77
Kale,5.02,10.8,54.22
Grapes,2.63,23.8,62.59
Lime,1.06,21.7,23
Garlic,3.07,23.5,72.15
Okra,2.26,14.2,32.09
Beets,1.51,1.9,2.87
Ginger,5.13,0.5,2.57
Bok choy,1.42,4.1,5.82
Daikon,1.4,19.4,27.16
Lettuce,1.88,13.3,25
Corn,1.07,13.4,14.34
Daikon,1.4,37.8,52.92
Green cabbage,0.8,38.1,30.48
Cucumber,1.07,12.1,12.95
Tomatoes,3.16,36.7,115.97
Celery,1.19,27.3,32.49
Avocados,3.23,25.4,82.04
Red onion,0.78,14.6,11.39
Beets,1.51,10.7,16.16
Carrots,1.26,9.3,11.72
Butternut squash,1.28,18.4,23.55
Coconuts,1.18,21,24.78
Lemon,1.27,16.2,20.57
Yellow peppers,2.87,35.4,101.6
Lettuce,1.88,32,60.16
Bananas,0.86,19,16.34
Celery,1.19,27,32.13
Watermelon,0.66,36.7,24.22
Daikon,1.4,6.3,8.82
Grapes,2.63,16.2,42.61
Lemon,1.27,11.2,14.22
Strawberries,4.4,13.1,57.64
Green cabbage,0.8,3.7,2.96
Green beans,2.52,7.8,19.66
Kale,5.02,35.2,176.7
Lime,1.06,8.7,9.22
Papaya,1.34,2.1,2.81
Yellow peppers,2.87,9.7,27.84
Eggplant,2.32,15,34.8
Apples,1.88,13.4,25.19
Spinach,4.12,26.1,107.53
Brussels sprouts,1.65,20.1,33.17
Grapefruit,0.76,22.7,17.25
Garlic,3.07,13,39.91
Asparagus,2.49,10.3,25.65
Carrots,1.26,37.7,47.5
Daikon,1.4,39.2,54.88
Okra,2.26,13.3,30.06
Strawberries,4.4,10,44
Green peppers,1.89,14,26.46
Okra,2.26,4.5,10.17
Celery,1.19,13.1,15.59
Green peppers,1.89,24.2,45.74
Green peppers,1.89,31,58.59
Orange,1.09,12.7,13.84
Garlic,3.07,25.4,77.98
Daikon,1.4,31.8,44.52
Parsnips,2.27,32.3,73.32
Coconuts,1.18,3.1,3.66
Red onion,0.78,11,8.58
Lettuce,1.88,25.4,47.75
Lettuce,1.88,30.4,57.15
Potatoes,0.86,24.3,20.9
Asparagus,2.49,29.4,73.21
Eggplant,2.32,9.6,22.27
Corn,1.07,21.5,23.01
Cucumber,1.07,17.1,18.3
Green beans,2.52,25.4,64.01
Orange,1.09,37.4,40.77
Yellow peppers,2.87,24.9,71.46
Carrots,1.26,22.2,27.97
Bananas,0.86,34.1,29.33
Fava beans,2.69,0.7,1.88
Grapefruit,0.76,28.5,21.66
Green peppers,1.89,37,69.93
Watermelon,0.66,30.4,20.06
Celery,1.19,36.6,43.55
Strawberries,4.4,5.5,24.2
Green beans,2.52,40,100.8
Red onion,0.78,33,25.74
Garlic,3.07,20,61.4
Lemon,1.27,14.1,17.91
Green peppers,1.89,23,43.47
Strawberries,4.4,28.7,126.28
Spinach,4.12,5.7,23.48
Lime,1.06,5,5.3
Corn,1.07,30.7,32.85
Green beans,2.52,8.1,20.41
Papaya,1.34,20.8,27.87
Green beans,2.52,35.9,90.47
Spinach,4.12,25.1,103.41
Avocados,3.23,15.4,49.74
Lime,1.06,36.2,38.37
Papaya,1.34,7.1,9.51
Daikon,1.4,9.2,12.88
Daikon,1.4,28.2,39.48
Apples,1.88,33.7,63.36
Bananas,0.86,6.4,5.5
Watermelon,0.66,23.4,15.44
Grapes,2.63,17.6,46.29
Apples,1.88,4.5,8.46
Green peppers,1.89,4.3,8.13
